Title,Publish Date,View Count,Like Count,Dislike Count
তেলাপিয়া মাছ চাষ পদ্ধতি | কিভাবে লাভবান হওয়া যায় | Tilapia fish farming method,10-Mar-18,"341,795",2.5K,239
Biofloc Government Training | পশ্চিমবঙ্গে শুরু হচ্ছে বায়োফ্লকের সরকারি ট্রেনিং ও সাহায্য 😍😍,26-Jan-20,"29,382",881,66
Bottom Clean Raceway Fish Farming,,"1,340,409",31K,2.8K
বায়োফ্লক না পুকুরে মাছ চাষ লাভজনক? মাছ রপ্তানিতে বাংলাদেশ Biofloc fish farming is profitable?,29-Nov-20,"3,196",107,7
বায়োফ্লকে সঠিক পদ্ধতিতে মাছ চাষ || BIOFLOC AQUACULTURE BANGLADESH ||  কৃষি বন্ধন || পর্ব ২,26-Jan-21,"2,404",84,5
বায়োফ্লকে বাড়ির ছাদে মাছ চাষের জন্য নতুন প্লাস্টিক ট্যাংক । বাংলাদেশে এই প্রথম ও নতুন পরিকল্পনা। সহজ,3-Apr-21,"101,294",2.7K,129
১ হাজার লিটার বায়োফ্লক ট্যাংক কোথায় পাবেন । দাম কত জেনে নিন ?,31-May-20,"44,226",937,47
Biofloc fish farming system in Bangladesh || বায়োফ্লক পদ্ধতিতে মাছ চাষ || সোনার বাংলা কৃষি ||,15-Aug-20,765,26,3
শিং মাছ চাষ করে ২ লক্ষ ৫০ হাজার টাকা আয় হবে ৪ মাসে ২৪ শতক পুকুর থেকে মসিউর রহমানের - Catfish Farming,3-Nov-19,"765,296",8.1K,784
Fish Feed Busines // Floating fish feed // সব ধরনের মাছের খাবার এখানে পাওয়া যায়।,19-Feb-20,"64,455",1K,75
Biofloc 30.000 Liter tank treatment and desi magur breeding process,17-May-20,"65,468",881,64
বায়োফ্লক এ মাছ চাষ I biofloc I biofloc tank I biofloc  in bangladesh I oxygen I oxygen uses,2-Jul-20,20,0,0
বায়োফ্লক পদ্ধতিতে শীতকালে মাছ চাষ | Biofloc fish farming in bangladesh | কৃষি বন্ধন | পর্ব-৩,7-Jan-21,"1,697",66,1
Biofloc Fish Farming - বায়োফ্লোক পদ্ধতিতে মাছ চাষ এর নুতুন প্রযুক্তি ব্যাবহার করছেন কাজী রবিন,29-Nov-19,"184,022",3.7K,178
Biofloc Training at Indonesia -Part 8  ইন্দোনেশিয়াতে বায়োফ্লোক মাছ চাষ প্রশিক্ষণ -Part 8,21-Dec-18,"20,139",314,13
বায়োফ্লকে মাছ চষে এতো লাভ । ২ লক্ষ লিটারের পান্ডে ভিয়েতনামের কই মাছ। মাছের হারভেস্ট পঞ্চগড়ের সজলের,3-Oct-20,"74,045",1.9K,128
বায়োফ্লক পদ্ধতিতে পাঙ্গাশ মাছ চাষ করে সাফল্যের সপ্ন দেখছেন আকবর ভাই || Biofloc fish farming,8-Oct-20,"30,862",786,45
বায়োফ্লক সহজে ঘরে মাছ চাষ। নাটোর জেলায় শিং মাছের বিশাল প্রযেক্ট । biofloc fish natore Bangladesh,1-Jun-20,"405,408",4.5K,272
Bioflock & Bottom Cline Fish Farming in Murshidabad | Two in One Poddhotite mach chas |,"Premiered Dec 26, 2020","24,111",535,53
"biofoc aquaculture , bangladesh উদ্যোগে বায়োফ্লক প্রযুক্তি উচ্চঘনত্বে মাছ চাষ",30-Aug-19,44,0,1
রঙিন মাছ চাষ পদ্ধতি ও আয় ব্যয় - রঙিন মাছের বাচ্চা উৎপাদন বাণিজ্যিক সফল সাইদুর - Aquarium Fish Farm,17-Nov-20,"131,404",2.8K,122
Biofloc Farming - চৌবাচ্চায় বায়োফ্লক মাছ চাষ পদ্ধতি ও সুবিধা জানালেন লোকমান - Biofloc Fish Farming,6-Dec-19,"129,199",2.6K,147
মালয়েশিয়া ফেরত নাদিমের বায়োফ্লকে মাছ চাষ | BIOFLOC FISH FARMING IN BANGLADESH | পর্ব  ১|কৃষি বন্ধন |,7-Feb-21,"2,878",101,5
BIOFLOC TANK @770 || 770 টাকার বায়োফ্লক মাছের ট্যাংক||  BIOFLOC FISH TANK 2000LTR,28-Sep-19,"67,044",1.3K,69
biofloc fish farming in bangladesh | A to Z | বায়োফ্লক পদ্ধতিতে মাছ চাষ করে কিভাবে লাভবান হবেন,21-Dec-19,"2,096",53,5
১০ হাজার লিটারের পূর্ণাঙ্গ প্যাকেজ মাত্র ১৫৯০০ টাকায় । বায়োফ্লক পদ্ধতিতে মাছ চাষ করুন স্বল্প খরচে,21-Nov-20,"2,287",103,3
10 লাখ লিটার বায়োফ্লক প্রজেক্ট || বায়োফ্লক পদ্ধতিতে মাছ চাষ || Biofloc Fish Farming || part 2 //,30-Jul-20,"72,340",1.2K,80
শোল মাছ চাষে লাখ টাকা আয়,"Premiered Nov 28, 2020","45,878",1.2K,48
Catfish Farming In Cement Tank In Asia|hybrid magur fish farming in india,2-Feb-20,"4,579,927",14K,2K
আধুনিক বায়োফ্লক সিমেন্ট ট্যাংক তৈরী খরচ How to Make Biofloc Fish Tank,20-Oct-20,"92,881",1.6K,79
Fish Seeds Hatchery in West Bengal | Naihati Fish Seeds Market | Fish Seeds,16-Oct-20,"55,723",979,49
চৌবাচ্চায়  শোল মাছ চাষের  গবেষণা - snakehead fish farming in bangladesh,"Premiered Sep 14, 2019","541,308",4.9K,422
এই প্রথমবার বায়োফ্লকে চিংড়ি চাষ পদ্ধতি শিখুন ধারাবাহিকভাবে || Shrimp Firming In Biofloc Tank 🦐🍤🦞,8-May-20,"52,316",1.6K,167
Biofloc fish farming part-1| বায়োফ্লক পদ্ধতিতে মাছ চাষ| Biofloc fish farming in Bangladesh 2021,17-Mar-21,41,3,0
"বায়োফ্লক পদ্ধতিতে রুই,কার্পু এবং তেলাপিয়া মাছ চাষ||বায়োফ্লক,বটম ক্লিন,এবং রেসওয়ে প্রযুক্তিতে ট্যাংক",19-Nov-20,"27,057",934,44
"ছাদের উপর মাছ চাষ, সিলেটে আব্দুস সালামের ব্যতিক্রমী উদ্যোগ | Rooftoop Fish farming Sylhet Bangladesh",10-Dec-19,"21,185",349,15
"কোন মাছ কতদিন চাষ করতে হয় || বায়োফ্লক/এ্যাকুয়াকালচারে শিং,মাগুর,পাবদা,গুলশা,তিলাপিয়া,কৈ কতদিন লাগে",17-May-20,"267,529",5.7K,272
"বায়োফ্লক প্রযুক্তিতে পানি  প্রস্ততিকরণ ও এফ, সি ,ও পদ্বতিতে কিভাবে সঠিক ভাবে মাছ চাষ করবেন।",27-Oct-19,"178,818",3.4K,164
biofloc (বায়ুফ্লক) পদ্ধতিতে ট্যাংকে মাছ চাষ করার প্রস্তুতি,11-Feb-19,"23,490",830,43
বায়োফ্লক পদ্ধতিতে মাছ চাষ ফ্রি প্রশিক্ষণ  নিতে | Biofloc Fish Farming ।আশ্রাফুল ইসলাম | 01767782891,30-Aug-20,"68,493",2.3K,133
ছাদে পানির জারে ও ড্রামে বায়োফ্লক বা অক্সিজেন মেশিন ছাড়া মাছ চাষ পদ্ধতি,3-Sep-20,"17,365",286,18
শোল মাছ চাষের নতুন পদ্ধতি আবিষ্কার সাতক্ষীরার জাহাঙ্গীরের - Snakehead Fish Farming in Bangladesh,3-Apr-18,"508,729",3.4K,307
মালয়েশিয়া ফেরত নাদিমের বায়োফ্লকে মাছ চাষ | BIOFLOC FISH FARMING IN BANGLADESH | পর্ব ৩ |কৃষি বন্ধন |,14-Feb-21,"1,087",44,1
বায়োফ্লক এ মাছ চাষে করে লাখপতি হতে চান? লালপুরের সাইদুর রহমান লাবলু স্যার। বেকার মুক্ত বাংলাদেশ চাই।,18-Nov-20,"1,044",49,3
সৌখিন মাছে কোটিপতি | Channel i | Shykh Seraj |,8-May-18,"4,355,565",51K,2.7K
water filter for biofloc fish tank|homemade water filter| how to make water filter,28-Dec-19,"22,729",349,37
মালয়েশিয়া ফেরত নাদিমের বায়োফ্লকে মাছ চাষ | BIOFLOC FISH FARMING IN BANGLADESH | পর্ব ৪ |কৃষি বন্ধন |,18-Feb-21,"1,185",49,2
এক মাসে #biofloc এ হার্ভেস্ট আইডিয়া।। #বায়োফ্লকে কত লিটার ট্যাঙ্কে কত কেজি মাছ উৎপাদন সম্ভব।।,18-Jan-20,"53,312",1.2K,134
fishco bangladesh সর্বপ্রথম বাংলাদেশে মাছ চাষ শুরু করেন এবং বায়োফ্লক এর সরঞ্জাম আমদানি করে biofloc,25-Oct-20,"1,191",52,3
মিশ্র মাছ চাষ কিভাবে করবেন? A 2 Z প্লান | মাছ চাষ পদ্ধতি | Safollo Kotha Ep 107,27-Sep-19,"292,319",6K,356
Biofloc পদ্ধতিতে মাছ চাষ করার জন্য পোনা সংগ্রহ করতে ময়মনসিংহ।,8-Jul-19,"9,784",168,15
পুকুরে বা বায়োফ্লক ট্যাংক এ এই যন্ত্রটি লাগিয়ে ১০ গুন মাছ চাষ করুন  Oxygen Chamber,9-Jan-20,"167,353",4K,211
"বায়োফ্লক মাছ চষে, কিভাবে, পুকুর বা চৌবাচ্চা, সেটিং, ও, কি কি সরঞ্জাম লাগবে, বিস্তারিত, A to Z",28-Feb-20,"174,726",2.9K,196
বায়োফ্লক মাছের হ্যাচারী । ১০ হাজার লিটার ট্যাংকে কি? মাছ । কত গুলো ? কিভাবে ছাড়বেন।,"Premiered Feb 15, 2020","139,499",3.6K,210
Koral Fish Farming । কোরাল মাছ চাষ করে আর্থিকভাবে স্বাবলম্বী হোন,30-Jul-19,"17,459",234,33
Bata Fish Farming ।। বাটা মাছ চাষ পদ্ধতি ও পরামর্শ ।। খামার বাড়ি,26-Oct-18,"39,661",387,39
বায়োফ্লক পদ্ধতিতে মাছ চাষ করে সাবলম্বী হলেন কওমী আলেম। BIOFLOC FISIHING,18-Jul-20,"620,510",10K,763
biofloc পদ্ধতিতে ট্যাংকে মাছ চাষ করার জন্য নিজের তৈরী probiotic যথেষ্ট।,16-Mar-19,"20,597",266,22
বায়োফ্লক প্রশিক্ষণ -পর্ব-৩ | বায়োফ্লক এর ফ্লক তৈরি পানির আয়রণ দূরীকরণ এবং অ্যামনিয়া TDS ও pH,23-Feb-20,"41,848",1.1K,37
"বায়োফ্লক পদ্ধতিতে ৯ লক্ষ লিটার ট্যাংকে মাগুর,ট্যাংরা,গুলসা,কৈ,কার্পু মাছ চাষের আপডেট | Biofloc fish",7-May-21,"7,221",258,13
ট্যাংকে ও পুকুরে বায়োফ্লক পদ্ধতিতে মাছ চাষ বিষয়ে বিস্তারিত জানতে জয়েন করুন,30-Jan-20,"3,068",154,15
রেনু পোনার চাষ: লাভের উপর লাভ  ।। Cultivation of Renu pona ।।KrishisongbadTV,2-Apr-20,"89,821",1.2K,72
পুকুরের পানি দিয়ে বায়োফ্লক পদ্ধতিতে মাছ চাষ || বায়োফ্লকে আয়রন যুক্ত পানির সহজ সমাধান ||,30-Oct-20,"17,578",509,17
গুলশা ট্যাংরা লাইভ ব্রিডিং|Full process of breeding fish|Biofloc fish farming|The Roshik Bangali|,,"97,825",1.8K,135
বায়োফ্লকে ভিয়েতনাম শোল মাছ চাষে ১০ হাজার লিটার ট্যাংক থেকে ১ লক্ষ ৫২ হাজার টাকা লাভ,21-Feb-20,"118,495",3K,210
Thai Koi Fish Farming । থাই কৈ মাছ চাষ । সহজে চাষ করা যায় আর লাভ হয় বেশী,1-Oct-19,"23,769",229,19
বায়োফ্লক পদ্ধতিতে মাছ চাষ। Biofloc fish farming in Bangladesh। বায়োফ্লক ফিশ,1-Oct-19,451,12,1
